community,month,seasonal_structural_risk
Industrial_|_Construcción_Pesada_Community_01,3,0.0
Industrial_|_Construcción_Pesada_Community_01,4,0.0
Industrial_|_Construcción_Pesada_Community_01,5,0.0
Industrial_|_Construcción_Pesada_Community_01,6,0.0
Industrial_|_Construcción_Pesada_Community_01,7,0.0
Industrial_|_Construcción_Pesada_Community_01,8,0.0
Industrial_|_Construcción_Pesada_Community_01,9,0.0
Industrial_|_Construcción_Pesada_Community_01,10,0.0
Industrial_|_Construcción_Pesada_Community_01,11,0.0
Industrial_|_Construcción_Pesada_Community_01,12,0.0
Industrial_|_Construcción_Pesada_Community_02,1,0.0
Industrial_|_Construcción_Pesada_Community_02,2,0.16666666666666666
Industrial_|_Construcción_Pesada_Community_02,3,0.0
Industrial_|_Construcción_Pesada_Community_02,4,0.0
Industrial_|_Construcción_Pesada_Community_02,5,0.0
Industrial_|_Construcción_Pesada_Community_02,6,0.0
Industrial_|_Construcción_Pesada_Community_02,7,0.0
Industrial_|_Construcción_Pesada_Community_02,8,0.0
Industrial_|_Construcción_Pesada_Community_02,9,0.0
Industrial_|_Construcción_Pesada_Community_02,10,0.0
Industrial_|_Construcción_Pesada_Community_02,11,0.16666666666666666
Industrial_|_Construcción_Pesada_Community_02,12,0.16666666666666666
Industrial_|_Construcción_Pesada_Community_03,1,0.0
Industrial_|_Construcción_Pesada_Community_03,2,0.16666666666666666
Industrial_|_Construcción_Pesada_Community_03,3,0.0
Industrial_|_Construcción_Pesada_Community_03,4,0.0
Industrial_|_Construcción_Pesada_Community_03,5,0.0
Industrial_|_Construcción_Pesada_Community_03,6,0.0
Industrial_|_Construcción_Pesada_Community_03,7,0.0
Industrial_|_Construcción_Pesada_Community_03,8,0.0
Industrial_|_Construcción_Pesada_Community_03,9,0.0
Industrial_|_Construcción_Pesada_Community_03,10,0.0
Industrial_|_Construcción_Pesada_Community_03,11,0.0
Industrial_|_Construcción_Pesada_Community_03,12,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,1,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,2,0.16666666666666666
Industrial_|_Manipulación_Ligera_CoherentCommunity,3,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,4,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,5,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,6,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,7,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,8,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,9,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,10,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,11,0.0
Industrial_|_Manipulación_Ligera_CoherentCommunity,12,0.0
Industrial_|_Manipulación_Ligera_Community_01,1,0.0
Industrial_|_Manipulación_Ligera_Community_01,2,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_01,3,0.0
Industrial_|_Manipulación_Ligera_Community_01,4,0.0
Industrial_|_Manipulación_Ligera_Community_01,5,0.0
Industrial_|_Manipulación_Ligera_Community_01,6,0.0
Industrial_|_Manipulación_Ligera_Community_01,7,0.0
Industrial_|_Manipulación_Ligera_Community_01,8,0.0
Industrial_|_Manipulación_Ligera_Community_01,9,0.0
Industrial_|_Manipulación_Ligera_Community_01,10,0.0
Industrial_|_Manipulación_Ligera_Community_01,11,0.0
Industrial_|_Manipulación_Ligera_Community_01,12,0.0
Industrial_|_Manipulación_Ligera_Community_02,1,0.2
Industrial_|_Manipulación_Ligera_Community_02,2,0.5
Industrial_|_Manipulación_Ligera_Community_02,3,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,4,0.0
Industrial_|_Manipulación_Ligera_Community_02,5,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,6,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,7,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,8,0.0
Industrial_|_Manipulación_Ligera_Community_02,9,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,10,0.0
Industrial_|_Manipulación_Ligera_Community_02,11,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_02,12,0.3333333333333333
Industrial_|_Manipulación_Ligera_Community_03,1,0.0
Industrial_|_Manipulación_Ligera_Community_03,2,0.16666666666666666
Industrial_|_Manipulación_Ligera_Community_03,3,0.0
Industrial_|_Manipulación_Ligera_Community_03,4,0.0
Industrial_|_Manipulación_Ligera_Community_03,5,0.0
Industrial_|_Manipulación_Ligera_Community_03,6,0.0
Industrial_|_Manipulación_Ligera_Community_03,7,0.0
Industrial_|_Manipulación_Ligera_Community_03,8,0.0
Industrial_|_Manipulación_Ligera_Community_03,9,0.0
Industrial_|_Manipulación_Ligera_Community_03,10,0.0
Industrial_|_Manipulación_Ligera_Community_03,11,0.0
Industrial_|_Manipulación_Ligera_Community_03,12,0.0
Industrial_|_Portuario/Especial_Community_01,1,0.0
Industrial_|_Portuario/Especial_Community_01,2,0.16666666666666666
Industrial_|_Portuario/Especial_Community_01,3,0.0
Industrial_|_Portuario/Especial_Community_01,4,0.0
Industrial_|_Portuario/Especial_Community_01,5,0.0
Industrial_|_Portuario/Especial_Community_01,6,0.0
Industrial_|_Portuario/Especial_Community_01,7,0.0
Industrial_|_Portuario/Especial_Community_01,8,0.0
Industrial_|_Portuario/Especial_Community_01,9,0.0
Industrial_|_Portuario/Especial_Community_01,10,0.0
Industrial_|_Portuario/Especial_Community_01,11,0.16666666666666666
Industrial_|_Portuario/Especial_Community_01,12,0.0
Industrial_|_Portuario/Especial_Community_02,1,0.0
Industrial_|_Portuario/Especial_Community_02,2,0.16666666666666666
Industrial_|_Portuario/Especial_Community_02,3,0.0
Industrial_|_Portuario/Especial_Community_02,4,0.0
Industrial_|_Portuario/Especial_Community_02,5,0.0
Industrial_|_Portuario/Especial_Community_02,6,0.0
Industrial_|_Portuario/Especial_Community_02,7,0.0
Industrial_|_Portuario/Especial_Community_02,8,0.0
Industrial_|_Portuario/Especial_Community_02,9,0.0
Industrial_|_Portuario/Especial_Community_02,10,0.16666666666666666
Industrial_|_Portuario/Especial_Community_02,11,0.0
Industrial_|_Portuario/Especial_Community_02,12,0.0
Industrial_|_Portuario/Especial_Community_03,1,0.0
Industrial_|_Portuario/Especial_Community_03,2,0.16666666666666666
Industrial_|_Portuario/Especial_Community_03,3,0.0
Industrial_|_Portuario/Especial_Community_03,4,0.0
Industrial_|_Portuario/Especial_Community_03,5,0.0
Industrial_|_Portuario/Especial_Community_03,6,0.0
Industrial_|_Portuario/Especial_Community_03,7,0.0
Industrial_|_Portuario/Especial_Community_03,8,0.16666666666666666
Industrial_|_Portuario/Especial_Community_03,9,0.0
Industrial_|_Portuario/Especial_Community_03,10,0.0
Industrial_|_Portuario/Especial_Community_03,11,0.0
Industrial_|_Portuario/Especial_Community_03,12,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,1,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,2,0.16666666666666666
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,3,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,4,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,5,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,6,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,7,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,8,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,9,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,10,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,11,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,12,0.0
SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,1,0.0
