community,clan_from_id,sku_from,role_b2b_sku_from,sku_to,elasticity_cross
Agrícola_|_Implementos_Community_01,1,Nokian_Agrícola_Implementos_0067,Competitive Fighter,Nokian_Agrícola_Implementos_0078,0.3135
Agrícola_|_Implementos_Community_01,1,Vredestein_Agrícola_Implementos_0044,Traffic Driver,Michelin_Agrícola_Implementos_0037,0.2864
Agrícola_|_Implementos_Community_01,1,Vredestein_Agrícola_Implementos_0044,Traffic Driver,Westlake_Agrícola_Implementos_0026,0.187
Agrícola_|_Implementos_Community_01,1,Nokian_Agrícola_Implementos_0067,Competitive Fighter,Uniroyal_Agrícola_Implementos_0074,0.1826
Agrícola_|_Implementos_Community_01,1,Wanli_Agrícola_Implementos_0065,Premium Leader,Wanli_Agrícola_Implementos_0061,0.1734
Agrícola_|_Implementos_Community_01,1,Vredestein_Agrícola_Implementos_0044,Traffic Driver,Yokohama_Agrícola_Implementos_0039,0.1544
Agrícola_|_Implementos_Community_01,1,Wanli_Agrícola_Implementos_0065,Premium Leader,Yokohama_Agrícola_Implementos_0039,0.1497
Agrícola_|_Implementos_Community_01,1,Wanli_Agrícola_Implementos_0061,Premium Leader,Hankook_Agrícola_Implementos_0046,0.1481
Agrícola_|_Implementos_Community_01,1,Hankook_Agrícola_Implementos_0049,KVI,General Tire_Agrícola_Implementos_0075,0.1354
Agrícola_|_Implementos_Community_01,1,Hankook_Agrícola_Implementos_0049,KVI,Hankook_Agrícola_Implementos_0024,0.1345
Agrícola_|_Implementos_Community_01,1,Hankook_Agrícola_Implementos_0049,KVI,Vredestein_Agrícola_Implementos_0056,0.1117
Agrícola_|_Implementos_Community_01,1,Nokian_Agrícola_Implementos_0067,Competitive Fighter,Yokohama_Agrícola_Implementos_0041,0.1048
Agrícola_|_Implementos_Community_01,1,Hankook_Agrícola_Implementos_0049,KVI,Nokian_Agrícola_Implementos_0014,0.1025
Agrícola_|_Implementos_Community_01,1,Wanli_Agrícola_Implementos_0061,Premium Leader,Uniroyal_Agrícola_Implementos_0019,0.0648
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,Yokohama_Agrícola_Implementos_0041,0.9093
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Westlake_Agrícola_Implementos_0026,0.8097
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Kumho_Agrícola_Implementos_0005,0.7865
Agrícola_|_Implementos_Community_01,2,Westlake_Agrícola_Implementos_0026,Competitive Fighter,Michelin_Agrícola_Implementos_0066,0.6062
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Yokohama_Agrícola_Implementos_0041,0.5889
Agrícola_|_Implementos_Community_01,2,General Tire_Agrícola_Implementos_0075,Premium Leader,Vredestein_Agrícola_Implementos_0056,0.5742
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,General Tire_Agrícola_Implementos_0075,0.5737
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,Linglong_Agrícola_Implementos_0053,0.5515
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0041,Premium Leader,Nokian_Agrícola_Implementos_0014,0.4866
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Dunlop_Agrícola_Implementos_0057,0.4517
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Uniroyal_Agrícola_Implementos_0019,0.4503
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0037,Premium Leader,Pirelli_Agrícola_Implementos_0059,0.4405
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Michelin_Agrícola_Implementos_0066,0.3577
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0041,Premium Leader,Nexen_Agrícola_Implementos_0002,0.3379
Agrícola_|_Implementos_Community_01,2,Westlake_Agrícola_Implementos_0026,Competitive Fighter,Wanli_Agrícola_Implementos_0061,0.3155
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0037,Premium Leader,Hankook_Agrícola_Implementos_0024,0.3124
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0041,Premium Leader,Continental_Agrícola_Implementos_0040,0.3073
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0037,Premium Leader,Wanli_Agrícola_Implementos_0025,0.3056
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,Hankook_Agrícola_Implementos_0024,0.2965
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Westlake_Agrícola_Implementos_0026,0.2856
Agrícola_|_Implementos_Community_01,2,Hankook_Agrícola_Implementos_0024,Premium Leader,Vredestein_Agrícola_Implementos_0030,0.2699
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0066,Premium Leader,Pirelli_Agrícola_Implementos_0059,0.2609
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,General Tire_Agrícola_Implementos_0075,0.2523
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,Uniroyal_Agrícola_Implementos_0074,0.2376
Agrícola_|_Implementos_Community_01,2,Hankook_Agrícola_Implementos_0024,Premium Leader,Vredestein_Agrícola_Implementos_0044,0.237
Agrícola_|_Implementos_Community_01,2,Pirelli_Agrícola_Implementos_0059,Traffic Driver,Michelin_Agrícola_Implementos_0038,0.2334
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Dunlop_Agrícola_Implementos_0009,0.1794
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Linglong_Agrícola_Implementos_0053,0.1789
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0041,Premium Leader,Hankook_Agrícola_Implementos_0049,0.1744
Agrícola_|_Implementos_Community_01,2,Westlake_Agrícola_Implementos_0026,Competitive Fighter,Uniroyal_Agrícola_Implementos_0074,0.163
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0066,Premium Leader,Kumho_Agrícola_Implementos_0005,0.1608
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Nexen_Agrícola_Implementos_0002,0.148
Agrícola_|_Implementos_Community_01,2,Westlake_Agrícola_Implementos_0026,Competitive Fighter,Toyo Tires_Agrícola_Implementos_0033,0.1443
Agrícola_|_Implementos_Community_01,2,General Tire_Agrícola_Implementos_0075,Premium Leader,Continental_Agrícola_Implementos_0040,0.1353
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Michelin_Agrícola_Implementos_0037,0.1147
Agrícola_|_Implementos_Community_01,2,Michelin_Agrícola_Implementos_0066,Premium Leader,Nokian_Agrícola_Implementos_0014,0.0929
Agrícola_|_Implementos_Community_01,2,Westlake_Agrícola_Implementos_0026,Competitive Fighter,Dunlop_Agrícola_Implementos_0009,0.0808
Agrícola_|_Implementos_Community_01,2,Hankook_Agrícola_Implementos_0024,Premium Leader,Nexen_Agrícola_Implementos_0045,0.0805
Agrícola_|_Implementos_Community_01,2,Hankook_Agrícola_Implementos_0024,Premium Leader,BFGoodrich_Agrícola_Implementos_0072,0.0758
Agrícola_|_Implementos_Community_01,2,Yokohama_Agrícola_Implementos_0039,Competitive Fighter,Uniroyal_Agrícola_Implementos_0074,0.0754
Agrícola_|_Implementos_Community_01,2,General Tire_Agrícola_Implementos_0075,Premium Leader,BFGoodrich_Agrícola_Implementos_0069,0.0736
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,BFGoodrich_Agrícola_Implementos_0072,0.0709
Agrícola_|_Implementos_Community_01,2,Vredestein_Agrícola_Implementos_0056,Competitive Fighter,Hankook_Agrícola_Implementos_0049,0.0668
Agrícola_|_Implementos_Community_01,2,Hankook_Agrícola_Implementos_0024,Premium Leader,Nokian_Agrícola_Implementos_0067,0.063
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,Pirelli_Agrícola_Implementos_0029,0.9413
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Nexen_Agrícola_Implementos_0002,0.9164
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,Uniroyal_Agrícola_Implementos_0074,0.8735
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,Hankook_Agrícola_Implementos_0046,0.6692
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,Nexen_Agrícola_Implementos_0045,0.6126
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,Dunlop_Agrícola_Implementos_0057,0.5889
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,BFGoodrich_Agrícola_Implementos_0072,0.5832
Agrícola_|_Implementos_Community_01,3,Pirelli_Agrícola_Implementos_0029,Premium Leader,Pirelli_Agrícola_Implementos_0059,0.5111
Agrícola_|_Implementos_Community_01,3,Pirelli_Agrícola_Implementos_0029,Premium Leader,Hankook_Agrícola_Implementos_0046,0.4954
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,General Tire_Agrícola_Implementos_0075,0.4852
Agrícola_|_Implementos_Community_01,3,Hankook_Agrícola_Implementos_0046,Competitive Fighter,Nokian_Agrícola_Implementos_0014,0.4324
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,Wanli_Agrícola_Implementos_0025,0.3814
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Tracmax_Agrícola_Implementos_0015,0.3587
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,Wanli_Agrícola_Implementos_0061,0.3071
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,Michelin_Agrícola_Implementos_0037,0.2715
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,Wanli_Agrícola_Implementos_0065,0.2158
Agrícola_|_Implementos_Community_01,3,Hankook_Agrícola_Implementos_0046,Competitive Fighter,General Tire_Agrícola_Implementos_0075,0.1635
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,Dunlop_Agrícola_Implementos_0009,0.1334
Agrícola_|_Implementos_Community_01,3,Hankook_Agrícola_Implementos_0046,Competitive Fighter,Vredestein_Agrícola_Implementos_0030,0.1328
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Yokohama_Agrícola_Implementos_0041,0.1324
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Uniroyal_Agrícola_Implementos_0074,0.1294
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,Nokian_Agrícola_Implementos_0078,0.128
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Yokohama_Agrícola_Implementos_0039,0.1216
Agrícola_|_Implementos_Community_01,3,Hankook_Agrícola_Implementos_0046,Competitive Fighter,Cooper Tires_Agrícola_Implementos_0031,0.1166
Agrícola_|_Implementos_Community_01,3,Dunlop_Agrícola_Implementos_0057,KVI,Continental_Agrícola_Implementos_0040,0.1034
Agrícola_|_Implementos_Community_01,3,Nexen_Agrícola_Implementos_0002,Premium Leader,Nexen_Agrícola_Implementos_0045,0.091
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,Vredestein_Agrícola_Implementos_0030,0.089
Agrícola_|_Implementos_Community_01,3,Kumho_Agrícola_Implementos_0005,Premium Leader,Vredestein_Agrícola_Implementos_0044,0.0886
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,Michelin_Agrícola_Implementos_0038,0.0884
Agrícola_|_Implementos_Community_01,3,Hankook_Agrícola_Implementos_0046,Competitive Fighter,Kumho_Agrícola_Implementos_0005,0.0849
Agrícola_|_Implementos_Community_01,3,Uniroyal_Agrícola_Implementos_0074,Competitive Fighter,General Tire_Agrícola_Implementos_0075,0.0654
Agrícola_|_Implementos_Community_01,4,Michelin_Agrícola_Implementos_0038,Competitive Fighter,Toyo Tires_Agrícola_Implementos_0033,0.9616
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Fulda_Agrícola_Implementos_0017,0.9185
Agrícola_|_Implementos_Community_01,4,Continental_Agrícola_Implementos_0040,Competitive Fighter,Dunlop_Agrícola_Implementos_0009,0.9009
Agrícola_|_Implementos_Community_01,4,Linglong_Agrícola_Implementos_0053,Premium Leader,Wanli_Agrícola_Implementos_0022,0.7758
Agrícola_|_Implementos_Community_01,4,Uniroyal_Agrícola_Implementos_0019,Traffic Driver,Wanli_Agrícola_Implementos_0065,0.6335
Agrícola_|_Implementos_Community_01,4,Michelin_Agrícola_Implementos_0038,Competitive Fighter,BFGoodrich_Agrícola_Implementos_0069,0.615
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Michelin_Agrícola_Implementos_0037,0.6016
Agrícola_|_Implementos_Community_01,4,Linglong_Agrícola_Implementos_0053,Premium Leader,Vredestein_Agrícola_Implementos_0056,0.5912
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,BFGoodrich_Agrícola_Implementos_0072,0.5864
Agrícola_|_Implementos_Community_01,4,Uniroyal_Agrícola_Implementos_0019,Traffic Driver,Linglong_Agrícola_Implementos_0053,0.582
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0072,Traffic Driver,Continental_Agrícola_Implementos_0040,0.5702
Agrícola_|_Implementos_Community_01,4,Michelin_Agrícola_Implementos_0038,Competitive Fighter,Uniroyal_Agrícola_Implementos_0019,0.5176
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,Vredestein_Agrícola_Implementos_0030,0.5112
Agrícola_|_Implementos_Community_01,4,Vredestein_Agrícola_Implementos_0030,KVI,Hankook_Agrícola_Implementos_0024,0.5033
Agrícola_|_Implementos_Community_01,4,Uniroyal_Agrícola_Implementos_0019,Traffic Driver,Wanli_Agrícola_Implementos_0022,0.4697
Agrícola_|_Implementos_Community_01,4,Linglong_Agrícola_Implementos_0053,Premium Leader,Pirelli_Agrícola_Implementos_0029,0.4297
Agrícola_|_Implementos_Community_01,4,Continental_Agrícola_Implementos_0040,Competitive Fighter,Vredestein_Agrícola_Implementos_0030,0.4182
Agrícola_|_Implementos_Community_01,4,Linglong_Agrícola_Implementos_0053,Premium Leader,Fulda_Agrícola_Implementos_0048,0.4144
Agrícola_|_Implementos_Community_01,4,Fulda_Agrícola_Implementos_0048,Competitive Fighter,Nokian_Agrícola_Implementos_0014,0.4032
Agrícola_|_Implementos_Community_01,4,Continental_Agrícola_Implementos_0040,Competitive Fighter,Michelin_Agrícola_Implementos_0038,0.3936
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Linglong_Agrícola_Implementos_0053,0.3868
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Wanli_Agrícola_Implementos_0025,0.3652
Agrícola_|_Implementos_Community_01,4,Michelin_Agrícola_Implementos_0038,Competitive Fighter,Yokohama_Agrícola_Implementos_0039,0.3513
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Continental_Agrícola_Implementos_0040,0.3496
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Pirelli_Agrícola_Implementos_0029,0.3446
Agrícola_|_Implementos_Community_01,4,Fulda_Agrícola_Implementos_0048,Competitive Fighter,Wanli_Agrícola_Implementos_0022,0.3243
Agrícola_|_Implementos_Community_01,4,Vredestein_Agrícola_Implementos_0030,KVI,Vredestein_Agrícola_Implementos_0044,0.2951
Agrícola_|_Implementos_Community_01,4,Dunlop_Agrícola_Implementos_0009,Competitive Fighter,Uniroyal_Agrícola_Implementos_0019,0.2942
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Continental_Agrícola_Implementos_0040,0.2939
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0072,Traffic Driver,Fulda_Agrícola_Implementos_0048,0.2884
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Pirelli_Agrícola_Implementos_0059,0.2843
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0072,Traffic Driver,Wanli_Agrícola_Implementos_0061,0.2828
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Vredestein_Agrícola_Implementos_0044,0.2698
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Westlake_Agrícola_Implementos_0026,0.2637
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0069,Traffic Driver,Kumho_Agrícola_Implementos_0005,0.2537
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0072,Traffic Driver,Wanli_Agrícola_Implementos_0025,0.2447
Agrícola_|_Implementos_Community_01,4,Fulda_Agrícola_Implementos_0048,Competitive Fighter,Michelin_Agrícola_Implementos_0037,0.2299
Agrícola_|_Implementos_Community_01,4,Uniroyal_Agrícola_Implementos_0019,Traffic Driver,Yokohama_Agrícola_Implementos_0039,0.2201
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,Uniroyal_Agrícola_Implementos_0019,0.2144
Agrícola_|_Implementos_Community_01,4,Dunlop_Agrícola_Implementos_0009,Competitive Fighter,Wanli_Agrícola_Implementos_0061,0.2122
Agrícola_|_Implementos_Community_01,4,Michelin_Agrícola_Implementos_0038,Competitive Fighter,Vredestein_Agrícola_Implementos_0056,0.2117
Agrícola_|_Implementos_Community_01,4,Uniroyal_Agrícola_Implementos_0019,Traffic Driver,Tracmax_Agrícola_Implementos_0015,0.1995
Agrícola_|_Implementos_Community_01,4,BFGoodrich_Agrícola_Implementos_0072,Traffic Driver,Hankook_Agrícola_Implementos_0046,0.1764
Agrícola_|_Implementos_Community_01,4,Fulda_Agrícola_Implementos_0048,Competitive Fighter,Nokian_Agrícola_Implementos_0067,0.1639
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,BFGoodrich_Agrícola_Implementos_0069,0.1469
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,Hankook_Agrícola_Implementos_0046,0.1442
Agrícola_|_Implementos_Community_01,4,Fulda_Agrícola_Implementos_0048,Competitive Fighter,Hankook_Agrícola_Implementos_0049,0.1314
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,Pirelli_Agrícola_Implementos_0029,0.1285
Agrícola_|_Implementos_Community_01,4,Vredestein_Agrícola_Implementos_0030,KVI,Hankook_Agrícola_Implementos_0046,0.1254
Agrícola_|_Implementos_Community_01,4,Continental_Agrícola_Implementos_0040,Competitive Fighter,Dunlop_Agrícola_Implementos_0057,0.1129
Agrícola_|_Implementos_Community_01,4,Dunlop_Agrícola_Implementos_0009,Competitive Fighter,Tracmax_Agrícola_Implementos_0015,0.1125
Agrícola_|_Implementos_Community_01,4,Wanli_Agrícola_Implementos_0022,Premium Leader,Dunlop_Agrícola_Implementos_0057,0.1096
Agrícola_|_Implementos_Community_01,4,Toyo Tires_Agrícola_Implementos_0033,KVI,Yokohama_Agrícola_Implementos_0039,0.1085
Agrícola_|_Implementos_Community_01,4,Vredestein_Agrícola_Implementos_0030,KVI,General Tire_Agrícola_Implementos_0075,0.1014
