sku,price_family,community,role_b2b,elasticity_operative,price_mean,cost_mean,q_mean,q_total,revenue_total,current_margin_pct,optimal_markup,suggested_price
BFGoodrich_Agrícola_Implementos_0021,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1836012557010578,638.8586356223176,176.40355193133047,135.50296137339055,31572.19,19327690.55,0.7238770173944753,0.8448791306897447,325.4432315376562
BFGoodrich_Coche_Touring_0068,Coche | Touring,Coche_|_Touring_Community_01,KVI,-1.7923164570656227,164.90328606557378,45.66856967213114,212.62983606557378,51881.68,8014691.49,0.7230584619522316,0.5579371857340406,71.14876291149895
BFGoodrich_Coche_Touring_0079,Coche | Touring,Coche_|_Touring_Community_01,Traffic Driver,-1.7535225266039767,168.83911891891893,46.31213745173745,133.7599227799228,34643.82,5569156.33,0.7257025637880888,0.5702806692404953,72.72305419167209
BFGoodrich_Furgoneta_Reforzado_0008,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_02,Premium Leader,-1.124047989061447,258.3404326446281,76.39340867768595,227.72314049586777,55109.0,13732674.49,0.7042917057324419,0.8896417321425716,144.35617309797786
BFGoodrich_Furgoneta_Reforzado_0034,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Premium Leader,-1.1200983868768397,222.04459357429718,61.25190843373494,127.47136546184738,31740.37,6814725.83,0.7241459139006698,0.8927787163307065,115.9363086180108
BFGoodrich_Furgoneta_Reforzado_0076,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.0794026491092443,231.41212139917695,78.51230781893004,123.28197530864198,29957.52,6681493.45,0.6607251714204748,0.9264383414523119,151.24912005829296
BFGoodrich_Furgoneta_Standard_0038,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Competitive Fighter,-1.2966251316266955,150.0636622881356,54.317107203389824,190.62940677966102,44988.54,6464368.34,0.6380395735038363,0.7712329304811784,96.20824896712047
BFGoodrich_Furgoneta_Standard_0058,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,KVI,-1.3425774378080746,190.85300560344825,58.83536293103448,235.69030172413792,54680.15,9890044.59,0.691724200281751,0.7448359936933134,102.65805894407829
BFGoodrich_Industrial_Construcción Pesada_0013,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9620060078062002,1716.9782749003984,674.6486896414343,29.09812749003984,7303.63,12118962.24,0.6070720873386877,1.039494547732028,1375.9423241582624
BFGoodrich_Industrial_Construcción Pesada_0020,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.936653179127398,2109.461080334728,694.6468410041841,39.113765690376574,9348.19,19014889.26,0.6706993802919758,1.0676310317246955,1436.2733645497817
BFGoodrich_Industrial_Construcción Pesada_0025,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Competitive Fighter,-0.8727321230964442,1787.8496810699587,602.4436403292182,20.515390946502055,4985.24,8660925.84,0.6630345119570237,1.1458269651539934,1292.7398084039703
BFGoodrich_Industrial_Construcción Pesada_0037,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Competitive Fighter,-0.9352333326214933,1849.062457964602,591.3953469026549,45.50579646017699,10284.31,18356795.580000002,0.6801647535726582,1.0692518809150688,1223.7459339427382
BFGoodrich_Industrial_Construcción Pesada_0056,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Competitive Fighter,-0.9075243855689202,1515.0601485106383,620.5428476595745,57.28195744680851,13461.26,19648652.3,0.5904170218789058,1.10189876536828,1304.3182453537763
BFGoodrich_Industrial_Construcción Pesada_0067,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Premium Leader,-0.9680143622499917,1719.550274590164,514.1635782786885,27.27327868852459,6654.68,10982926.09,0.7009895052930432,1.0330425239514658,1045.316418907622
BFGoodrich_Industrial_Manipulación Ligera_0000,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.2867869387813793,290.0893731707317,70.8854756097561,126.24109756097562,31055.31,8524495.55,0.7556426323551102,0.7771294297928032,125.97266485095751
BFGoodrich_Industrial_Portuario/Especial_0003,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Premium Leader,-0.762354506947466,4882.1202523255815,2864.9074445736433,1.385891472868217,357.56,1692693.41,0.4131837610495247,1.3117257009525494,6622.880170471182
BFGoodrich_Industrial_Portuario/Especial_0013,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Competitive Fighter,-0.6772360737372825,4504.445868145161,2846.488221774194,1.7965725806451613,445.55,1964328.58,0.36807138877965473,1.4765899791509425,7049.584205817153
BFGoodrich_Industrial_Portuario/Especial_0028,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,KVI,-0.6611909235319607,5281.798731914894,2433.4434531914894,0.3756595744680851,88.28,455868.04,0.5392775119416081,1.5124224553146968,6113.837975536837
BFGoodrich_Industrial_Portuario/Especial_0031,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Traffic Driver,-0.6462837114984156,5241.183916949153,2751.5029779661018,1.3525,319.19,1635703.57,0.475022624360084,1.5473080664240935,7008.925730562965
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0011,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,Premium Leader,-1.3235916501632474,334.496276446281,95.86519958677687,174.6205785123967,42258.18,13334031.54,0.713404284779318,0.7555200275528055,168.29327781993373
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0033,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Competitive Fighter,-1.2311178150499051,336.86552196078435,91.56674823529411,138.0121568627451,35193.1,11162848.32,0.7281801126386758,0.8122699450657073,165.94366579422191
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0061,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Traffic Driver,-1.1508822838100732,360.0009424778761,108.03250884955753,121.46269911504424,27450.57,9501518.79,0.6999104832727023,0.8688985955100749,201.9018040583678
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0071,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,Competitive Fighter,-1.2189722699123946,388.02031311475406,104.5636987704918,159.75016393442624,38979.04,14474083.69,0.7305200391929794,0.8203632065164765,190.3439099790754
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0028,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Competitive Fighter,-0.9416286670230949,431.91654579831936,131.5916718487395,266.80470588235295,63499.52,26273214.99,0.6953307921892268,1.0619897577687845,271.34067955977173
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0030,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Premium Leader,-1.0263342554737547,419.2891109243697,127.13038949579831,115.96991596638655,27600.84,11103231.47,0.6967953944343436,0.9743414435079936,250.9987967108679
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0053,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Premium Leader,-0.9786598244347887,474.3223995918367,130.88130816326532,149.30122448979594,36578.8,16574731.33,0.7240667776265867,1.021805508954591,264.6165498636733
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0054,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-0.9910218297075633,479.6986842975207,105.94440330578513,73.12640495867768,17696.59,8253384.07,0.7791438526438069,1.0090595080989144,212.8486107913537
Bridgestone_Agrícola_Implementos_0076,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Premium Leader,-1.2116789611702177,668.9421771084337,210.39674939759036,198.7101204819277,49478.82,31783928.28,0.6854784216073049,0.8253011169181464,384.03742167136903
Bridgestone_Agrícola_Premium Radial_0003,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Competitive Fighter,-0.7530069733599721,1743.4990624489794,627.9971110204082,39.50375510204081,9678.42,16424891.99,0.6398064532720187,1.328008949954244,1461.9828950009191
Bridgestone_Agrícola_Premium Radial_0018,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_01,Competitive Fighter,-0.7307076906063937,2011.9042668067227,630.5155617647059,42.27529411764706,10061.52,19711825.55,0.6866075726528206,1.3685363009798461,1493.3989963724064
Bridgestone_Agrícola_Premium Radial_0026,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_03,KVI,-0.722083814554858,1819.0546736842105,604.1187307017544,40.870877192982455,9318.56,16541947.43,0.667894132352709,1.3848807850879037,1440.751152762308
Bridgestone_Agrícola_Premium Radial_0051,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Competitive Fighter,-0.7214109533220354,1714.0123512195123,618.6226849593495,23.431300813008132,5764.1,9587202.91,0.6390792140329665,1.3861724657701495,1476.1404175508014
Bridgestone_Agrícola_Premium Radial_0075,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Premium Leader,-0.7738984202369081,1560.375425925926,624.8127320987654,63.211028806584366,15360.28,23139294.54,0.5995753831306323,1.2921592470674341,1432.1702815656524
Bridgestone_Agrícola_Tractor_0004,Agrícola | Tractor,Agrícola_|_Tractor_Community_01,Premium Leader,-0.9696645721354108,1034.2762683982685,375.9372601731602,111.0647619047619,25655.96,25575950.3,0.6365214288873172,1.0312844551985476,763.6355127196724
Bridgestone_Agrícola_Tractor_0010,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Premium Leader,-1.0257359737662453,1138.9432277310925,299.65146848739494,100.7473949579832,23977.88,26491690.91,0.7369039464027232,0.9749097482934627,591.7846062062075
Bridgestone_Agrícola_Tractor_0027,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Traffic Driver,-0.9494799844536668,1164.3554040983609,320.2243913934426,78.80040983606557,19227.3,21691512.39,0.7249771072764385,1.0532080890313897,657.4873107141701
Bridgestone_Agrícola_Tractor_0056,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Traffic Driver,-0.9089083887533913,1173.9240161702128,366.85385829787236,76.79880851063831,18047.72,20684898.62,0.6874977824419255,1.1002208939578002,770.4741382262257
Bridgestone_Camión_Long Haul_0079,Camión | Long Haul,Camión_|_Long_Haul_Community_01,Premium Leader,-1.0355016192252005,663.0370161702128,208.57044382978725,125.32302127659574,29450.91,18986322.56,0.68543167463784,0.9657155348035438,409.9901615370827
Bridgestone_Camión_Obras / Mixto_0026,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_02,Premium Leader,-0.8599379075880933,733.7912583333333,231.9930214912281,98.49811403508772,22457.57,15948771.95,0.6838433016793415,1.1628746577816824,501.77182696557844
Bridgestone_Camión_Obras / Mixto_0039,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Competitive Fighter,-0.823437818028185,753.239518852459,261.64817459016393,131.0211475409836,31969.16,23425231.51,0.652636156174097,1.2144207833380947,579.3991557349333
Bridgestone_Camión_Regional_0004,Camión | Regional,Camión_|_Regional_Community_03,Competitive Fighter,-1.0111662492737357,619.3763370212765,194.52158680851065,76.16272340425533,17898.24,10696228.54,0.6859395892584309,0.9889570589586473,386.89508320262456
Bridgestone_Camión_Regional_0033,Camión | Regional,Camión_|_Regional_Community_02,Premium Leader,-1.1115694874816324,579.5524984126984,186.25892896825397,188.1106746031746,47403.89,26261218.15,0.6786159502747596,0.8996288682461014,353.8228384366953
Bridgestone_Camión_Regional_0060,Camión | Regional,Camión_|_Regional_Community_03,Premium Leader,-1.0842464361347584,589.9417519148935,151.72096340425531,75.59944680851063,17765.87,9982712.91,0.7428204345398781,0.9222995498743908,291.6531396585089
Bridgestone_Coche_Budget_0011,Coche | Budget,Coche_|_Budget_Community_03,KVI,-2.5573992429170387,97.91403130081301,24.687717886178863,136.85983739837397,33667.52,3040321.07,0.7478633291041519,0.39102224760940063,34.34116482237932
Bridgestone_Coche_Budget_0036,Coche | Budget,Coche_|_Budget_Community_03,Traffic Driver,-2.493564366938646,99.97562371541503,32.86619051383399,232.45142292490118,58810.21,5487757.39,0.6712579597663823,0.4010323588428969,46.04659642177688
Bridgestone_Coche_Budget_0063,Coche | Budget,Coche_|_Budget_Community_03,Traffic Driver,-2.5247789111510834,102.55344032258064,30.399016532258067,243.08125,60284.15,5825591.2,0.7035787737920998,0.3960742842010216,42.4392852456872
Bridgestone_Coche_Performance_0002,Coche | Performance,Coche_|_Performance_Community_02,Premium Leader,-1.1703786016928641,371.6211418032787,114.33989426229508,243.1025819672131,59317.03,20992223.48,0.692321341817463,0.8544243705016271,212.03468644057915
Bridgestone_Coche_Performance_0010,Coche | Performance,Coche_|_Performance_Community_02,Competitive Fighter,-1.0572626289385298,397.3360246808511,111.33919659574468,57.4468085106383,13500.0,5140747.31,0.7197857992232778,0.9458387846395173,216.64812698660413
Bridgestone_Coche_Performance_0023,Coche | Performance,Coche_|_Performance_Community_02,Competitive Fighter,-1.060231634012714,302.2626174107143,106.10510089285715,295.3984821428571,66169.26,19045372.34,0.6489638652579999,0.9431901180077488,206.1823835252152
Bridgestone_Coche_Performance_0068,Coche | Performance,Coche_|_Performance_Community_02,Premium Leader,-1.1125263479713008,369.28268860759493,106.19737299578058,95.68143459915612,22676.5,8033884.33,0.7124225524998075,0.8988551163965749,201.6534250609134
Bridgestone_Coche_Touring_0002,Coche | Touring,Coche_|_Touring_Community_01,Premium Leader,-1.882312881745515,167.0614243697479,41.97006260504202,339.67256302521014,80842.07,12557263.14,0.7487746631912345,0.5312613060761053,64.26713288069254
Bridgestone_Coche_Touring_0007,Coche | Touring,Coche_|_Touring_Community_01,Traffic Driver,-1.7883212353998492,164.33656875,53.05127708333334,189.15225,45396.54,7105095.0,0.6771791118260565,0.5591836523578555,82.71668396504027
Bridgestone_Coche_Touring_0045,Coche | Touring,Coche_|_Touring_Community_02,Competitive Fighter,-1.8097371460861262,164.80310083333333,46.470018333333336,384.518125,92284.35,14089767.04,0.7180270389431032,0.5525664332871076,72.14779061856984
Bridgestone_Coche_Touring_0048,Coche | Touring,Coche_|_Touring_Community_02,Competitive Fighter,-1.7994194664952083,155.6282898305085,46.914482627118645,274.9753813559322,64894.19,9432228.66,0.6985478496344577,0.5557347903697711,72.9864927952067
Bridgestone_Coche_Touring_0059,Coche | Touring,Coche_|_Touring_Community_01,Premium Leader,-1.8722040864088234,140.34848099173553,51.03872933884297,331.57438016528926,80241.0,10699540.73,0.636342844766176,0.5341298030804721,78.30003579007668
Bridgestone_Coche_Touring_0075,Coche | Touring,Coche_|_Touring_Community_02,Premium Leader,-1.85762821948407,152.82731923076923,52.213625641025644,291.2642307692308,68155.83,9447524.71,0.6583488743777343,0.5383208488713289,80.32130891875235
Bridgestone_Furgoneta_Reforzado_0005,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,KVI,-1.0703391261837203,230.15149087136928,81.50968215767635,270.3587966804979,65156.47,14546656.35,0.6458433449678074,0.9342833271595765,157.66281919966977
Bridgestone_Furgoneta_Reforzado_0073,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Premium Leader,-1.1745005089951943,264.1202676470588,65.1261,217.35529411764705,51730.56,13113017.16,0.7534225579120367,0.8514257697985311,120.5761398264761
Bridgestone_Furgoneta_Standard_0009,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Premium Leader,-1.4282199369059179,195.95917385892116,50.58371493775934,197.00908713692948,47479.19,8732189.21,0.7418660533128366,0.7001722733029414,86.00102961783826
Bridgestone_Furgoneta_Standard_0012,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Traffic Driver,-1.302149519647869,172.82092016460905,58.92634362139918,158.07020576131686,38411.06,6348883.06,0.659032346516424,0.7679609637074726,104.17947525664655
Bridgestone_Furgoneta_Standard_0013,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Competitive Fighter,-1.3812161159041738,178.95540948616602,51.4049209486166,334.35300395256917,84591.31,14364740.58,0.7127501141417555,0.7239996612299723,88.62206630096851
Bridgestone_Furgoneta_Standard_0019,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Competitive Fighter,-1.3701688102302356,169.36736209677417,46.6392560483871,112.70568548387097,27951.01,4507175.25,0.724626660821829,0.7298370773977592,80.6783143747477
Bridgestone_Furgoneta_Standard_0021,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Competitive Fighter,-1.3109515142604622,147.98996125,55.07373666666667,181.20891666666665,43490.14,6081255.73,0.6278549152828657,0.7628047178877725,97.0842428277088
Bridgestone_Furgoneta_Standard_0065,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Premium Leader,-1.3291785789648083,196.6345406504065,56.141297154471545,228.47020325203252,56203.67,10572629.040000001,0.7144891382319026,0.7523443544951053,98.37888512267033
Bridgestone_Furgoneta_Standard_0066,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Competitive Fighter,-1.3167366177872484,187.45442655601659,48.28146721991701,75.51203319502075,18198.4,3250663.24,0.7424362384662644,0.7594533230802691,84.94898794327408
Bridgestone_Industrial_Construcción Pesada_0016,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,KVI,-0.8549096077618223,2015.137064,588.2619083999999,15.80124,3950.31,7718266.64,0.7080784632920633,1.1697143077126346,1276.3602793378193
Bridgestone_Industrial_Manipulación Ligera_0004,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Competitive Fighter,-1.2651014302818555,384.1875710084034,104.01604243697479,141.91294117647058,33775.28,12362175.98,0.7292571382151777,0.7904504540613848,186.23557041094978
Bridgestone_Industrial_Manipulación Ligera_0005,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Traffic Driver,-1.2540548411891843,325.0857851528384,90.03880393013101,195.39432314410482,44745.3,13856694.32,0.7230306336285992,0.7974132925891252,161.83694303284344
Bridgestone_Industrial_Manipulación Ligera_0007,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.2809466153394184,347.35290000000003,86.5713593625498,109.91693227091633,27589.15,9182186.57,0.7507682838906777,0.7806726588172649,154.15525265353645
Bridgestone_Industrial_Manipulación Ligera_0056,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,KVI,-1.2468740962314189,320.68073620689654,84.41094913793103,188.78719827586207,43798.63,13357847.69,0.7367757410801539,0.8020055938465825,152.10900252845107
