sku,impact,risk,revenue,segment
BFGoodrich_Coche_Touring_0079,0.010991177023667443,0.3917345179677103,7012690.34,⚠️ VOLATILE (small + risky)
BFGoodrich_Furgoneta_Reforzado_0008,0.09338231770353286,0.23935390173802668,18605093.53,🟢 CORE (big + stable)
BFGoodrich_Furgoneta_Reforzado_0034,0.012241274540386681,0.28259140189095266,8791432.74,low
BFGoodrich_Furgoneta_Reforzado_0076,0.012329173642318617,0.2626978977345107,8860125.51,low
BFGoodrich_Furgoneta_Standard_0038,0.03230410730429419,0.2944738715380533,8935805.31,low
BFGoodrich_Furgoneta_Standard_0058,0.05331857364665097,0.3574039401059571,14436045.32,⚠️ VOLATILE (small + risky)
BFGoodrich_Industrial_Construcción Pesada_0013,0.014245082021128693,0.2825080471813318,15581802.85,low
BFGoodrich_Industrial_Construcción Pesada_0020,0.0562116082374395,0.27123883752207384,25566788.67,low
BFGoodrich_Industrial_Construcción Pesada_0025,0.009542960854712674,0.28822931348295444,11352765.61,low
BFGoodrich_Industrial_Construcción Pesada_0037,0.10846114267114633,0.2479455391017455,26476280.7,🟢 CORE (big + stable)
BFGoodrich_Industrial_Construcción Pesada_0056,0.05925531056077646,0.2682167680609525,26838424.67,🟢 CORE (big + stable)
BFGoodrich_Industrial_Construcción Pesada_0067,0.03300497010983354,0.2594629231919292,14533870.94,low
BFGoodrich_Industrial_Manipulación Ligera_0000,0.012013973361031523,0.2828819480152026,11347012.61,low
BFGoodrich_Industrial_Portuario/Especial_0003,0.08790237299276035,0.26949406450281943,2090001.44,🟢 CORE (big + stable)
BFGoodrich_Industrial_Portuario/Especial_0013,0.10575903711575713,0.25285028346839605,2512483.11,🟢 CORE (big + stable)
BFGoodrich_Industrial_Portuario/Especial_0028,0.010564978048919496,0.2417065478267976,624509.77,low
BFGoodrich_Industrial_Portuario/Especial_0031,0.09388989580555533,0.25070367171048424,2233149.68,🟢 CORE (big + stable)
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0011,0.04182018401460606,0.31571475642520863,18305570.28,⚠️ VOLATILE (small + risky)
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0033,0.020292135074617534,0.312058906291632,14317613.0,⚠️ VOLATILE (small + risky)
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0061,0.016211563706668222,0.2796677081895821,13732557.68,low
BFGoodrich_SUV / 4x4_All Terrain (A/T)_0071,0.040057131461075764,0.27169329743357556,19085107.3,low
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0028,0.05842254272029947,0.2700702070116579,35750932.06,low
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0030,0.009901939846353423,0.30493370820456495,14917337.66,low
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0053,0.03222142623286853,0.35477877213536774,21851314.36,⚠️ VOLATILE (small + risky)
BFGoodrich_SUV / 4x4_Mud Terrain (M/T)_0054,0.007608778252482759,0.23846649214197083,10918689.3,low
Bridgestone_Agrícola_Implementos_0076,0.05235538540599526,0.29312888709320273,42028794.660000004,low
Bridgestone_Agrícola_Premium Radial_0003,0.03956535865316859,0.2853831396807908,21371117.37,low
Bridgestone_Agrícola_Premium Radial_0018,0.11077613645878034,0.2641279722391048,26636436.07,🟢 CORE (big + stable)
Bridgestone_Agrícola_Premium Radial_0026,0.05104715274405775,0.27457740695252447,23841855.830000002,low
Bridgestone_Agrícola_Premium Radial_0051,0.010126959242276887,0.2892465849190327,12483106.17,low
Bridgestone_Agrícola_Premium Radial_0075,0.06077601624627489,0.284417161373448,30127105.03,🟢 CORE (big + stable)
Bridgestone_Agrícola_Tractor_0004,0.06758201385160356,0.36732509989414763,36167461.31,🔥 CRITICAL (big + risky)
Bridgestone_Agrícola_Tractor_0010,0.05566706125095842,0.27945895303641805,35973824.37,low
Bridgestone_Agrícola_Tractor_0027,0.034752159151421234,0.27671444313184845,28991227.51,low
Bridgestone_Agrícola_Tractor_0056,0.033392839413409064,0.2808183021553083,28576535.07,low
Bridgestone_Camión_Long Haul_0079,0.061380584710953,0.2315250354787161,26170455.95,🟢 CORE (big + stable)
Bridgestone_Camión_Obras / Mixto_0026,0.027369341880032465,0.28387443452671557,22772504.76,low
Bridgestone_Camión_Obras / Mixto_0039,0.054033865734717884,0.23330383344447359,30845338.04,low
Bridgestone_Camión_Regional_0004,0.011792372037139922,0.22792571689926983,14858773.56,low
Bridgestone_Camión_Regional_0033,0.07804162564570502,0.3147190811665267,33619112.88,🔥 CRITICAL (big + risky)
Bridgestone_Camión_Regional_0060,0.010618339049964197,0.28566718531688146,13826484.86,low
Bridgestone_Coche_Budget_0011,0.01784086639291487,0.4487553239187622,4328727.81,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Budget_0036,0.0652040324649991,0.3619988979677761,7331771.72,🔥 CRITICAL (big + risky)
Bridgestone_Coche_Budget_0063,0.07102576874725526,0.41009049171886747,8061413.12,🔥 CRITICAL (big + risky)
Bridgestone_Coche_Performance_0002,0.05023607751674924,0.3218171976088748,27845001.75,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Performance_0010,0.005177326305538672,0.2889220234700439,7122640.4799999995,low
Bridgestone_Coche_Performance_0023,0.050246558258368365,0.3222618144723258,27836202.34,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Performance_0068,0.008098523287450435,0.2759440471155238,11158830.69,low
Bridgestone_Coche_Touring_0002,0.06315305471472273,0.3150007265193212,17770156.98,🔥 CRITICAL (big + risky)
Bridgestone_Coche_Touring_0007,0.03386538694607093,0.31297770546888637,9942616.22,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Touring_0045,0.08459231335609897,0.3362104063143475,19875227.16,🔥 CRITICAL (big + risky)
Bridgestone_Coche_Touring_0048,0.05696738864137881,0.3403795366858548,13417076.13,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Touring_0059,0.05316331376789887,0.3209708673704663,14892761.48,⚠️ VOLATILE (small + risky)
Bridgestone_Coche_Touring_0075,0.05893730174009112,0.3820067210499461,13926133.85,⚠️ VOLATILE (small + risky)
Bridgestone_Furgoneta_Reforzado_0005,0.06766791244693603,0.32451390451258055,19568078.84,🔥 CRITICAL (big + risky)
Bridgestone_Furgoneta_Reforzado_0073,0.06299577037651503,0.24715681635518835,18154439.83,🟢 CORE (big + stable)
Bridgestone_Furgoneta_Standard_0009,0.036404829981100256,0.33083941211692214,12148627.67,⚠️ VOLATILE (small + risky)
Bridgestone_Furgoneta_Standard_0012,0.012845677750716107,0.3365770619738512,8482720.32,⚠️ VOLATILE (small + risky)
Bridgestone_Furgoneta_Standard_0013,0.069801661311792,0.2883216292084377,18519268.96,🟢 CORE (big + stable)
Bridgestone_Furgoneta_Standard_0019,0.009090666324177552,0.31331595262241707,5997315.64,⚠️ VOLATILE (small + risky)
Bridgestone_Furgoneta_Standard_0021,0.018375373659095584,0.3084993289391473,8221453.08,low
Bridgestone_Furgoneta_Standard_0065,0.07759372222524305,0.3206500144918354,14134163.17,🔥 CRITICAL (big + risky)
Bridgestone_Furgoneta_Standard_0066,0.009775743994129223,0.27851451227119045,4429474.35,low
Bridgestone_Industrial_Construcción Pesada_0016,0.008331912251272661,0.2839497866207084,9916322.93,low
Bridgestone_Industrial_Manipulación Ligera_0004,0.024059281179427978,0.2932419132721384,17197217.79,low
Bridgestone_Industrial_Manipulación Ligera_0005,0.04764117187918556,0.27462014091041503,20285682.5,low
Bridgestone_Industrial_Manipulación Ligera_0007,0.012657653974990576,0.2786458717763983,11963108.43,low
Bridgestone_Industrial_Manipulación Ligera_0056,0.036982124776009914,0.30439697241774133,19182768.0,low
Bridgestone_Industrial_Portuario/Especial_0043,0.038402920704382115,0.23570823346685274,1376566.32,low
Bridgestone_Industrial_Portuario/Especial_0074,0.07508584190386713,0.2490025377999426,1909816.73,🟢 CORE (big + stable)
Bridgestone_SUV / 4x4_All Terrain (A/T)_0012,0.006310441709769526,0.3411349200180777,6673449.77,⚠️ VOLATILE (small + risky)
Bridgestone_SUV / 4x4_All Terrain (A/T)_0072,0.03371603087017267,0.3187801316738555,16881380.93,⚠️ VOLATILE (small + risky)
Bridgestone_SUV / 4x4_Highway Terrain (H/T)_0039,0.03276516859089731,0.34770205934596754,14810156.45,⚠️ VOLATILE (small + risky)
Bridgestone_SUV / 4x4_Highway Terrain (H/T)_0056,0.04529717129929513,0.3516088025744847,13915322.17,⚠️ VOLATILE (small + risky)
Bridgestone_SUV / 4x4_Mud Terrain (M/T)_0009,0.03786107308741182,0.30455229963957003,22122849.16,low
Bridgestone_SUV / 4x4_Mud Terrain (M/T)_0040,0.038805924901933186,0.26258823652266144,23981381.06,low
Bridgestone_SUV / 4x4_Mud Terrain (M/T)_0066,0.054160743133517555,0.3074060561858615,33269780.63,low
Continental_Agrícola_Implementos_0040,0.03553687727347118,0.2772742387634787,24440808.56,low
Continental_Agrícola_Implementos_0071,0.0059175900804205855,0.35470658771882396,11788933.59,⚠️ VOLATILE (small + risky)
Continental_Agrícola_Premium Radial_0002,0.045869595639088864,0.22821889487794284,22540319.52,low
Continental_Agrícola_Premium Radial_0005,0.01455129866033093,0.26775314695254715,16864908.09,low
Continental_Agrícola_Tractor_0072,0.054294626252244606,0.2563049933012426,28930399.82,low
Continental_Camión_Long Haul_0040,0.07034491589722827,0.22977021635119013,27623112.77,🟢 CORE (big + stable)
Continental_Camión_Long Haul_0064,0.0431009171426394,0.2640072802315631,28318615.84,low
Continental_Camión_Obras / Mixto_0018,0.013363402838550559,0.2430943572140705,18545152.15,low
Continental_Camión_Obras / Mixto_0020,0.132815310168427,0.28404974794137255,73510248.59,🟢 CORE (big + stable)
Continental_Camión_Obras / Mixto_0057,0.050118161889893244,0.2559048288264879,28644439.15,low
Continental_Camión_Obras / Mixto_0066,0.010971420221391855,0.25379215694745855,15122014.07,low
Continental_Camión_Obras / Mixto_0073,0.05411890444425812,0.25849574120356605,29905112.4,low
Continental_Camión_Regional_0008,0.06688498683059883,0.27859221015115343,35035741.87,🟢 CORE (big + stable)
Continental_Camión_Regional_0045,0.009899036080334071,0.22836018248101692,12867189.31,low
Continental_Camión_Regional_0047,0.09139751240518584,0.2683879710115116,39352809.88,🟢 CORE (big + stable)
Continental_Camión_Regional_0049,0.014046513012477514,0.2571732903822861,15041768.65,low
Continental_Camión_Regional_0067,0.0834641522674941,0.2618520725500934,35970284.16,🟢 CORE (big + stable)
Continental_Coche_Budget_0006,0.04022802177241423,0.34562260001299666,6368503.18,⚠️ VOLATILE (small + risky)
Continental_Coche_Budget_0009,0.011051950249438508,0.36552420540338554,3361646.13,⚠️ VOLATILE (small + risky)
Continental_Coche_Budget_0015,0.008665766980751067,0.4429157085514424,3272083.86,⚠️ VOLATILE (small + risky)
Continental_Coche_Budget_0046,0.03870613050006413,0.4998875284926171,6478355.94,⚠️ VOLATILE (small + risky)
Continental_Coche_Budget_0053,0.014096546421507351,0.40250567040359025,4798663.4,⚠️ VOLATILE (small + risky)
Continental_Coche_Eco_0005,0.043654676233324675,0.29097583360481616,16025158.39,low
Continental_Coche_Eco_0012,0.014180003734711129,0.32306886178318484,9642803.24,⚠️ VOLATILE (small + risky)
Continental_Coche_Eco_0024,0.03774246770101226,0.3289031891415111,13113380.5,⚠️ VOLATILE (small + risky)
Continental_Coche_Eco_0040,0.04158309016885765,0.2533708792746317,15306427.370000001,low
Continental_Coche_Eco_0055,0.006184218756167873,0.37918131230911206,5234206.1,⚠️ VOLATILE (small + risky)
Continental_Coche_Eco_0057,0.009256788176347857,0.34229947019988377,7821644.36,⚠️ VOLATILE (small + risky)
Continental_Coche_Eco_0070,0.014209072517582109,0.34552219018010455,9425063.72,⚠️ VOLATILE (small + risky)
Continental_Coche_Touring_0012,0.19482737181291837,0.31622467573527585,9797730.73,🔥 CRITICAL (big + risky)
Continental_Coche_Touring_0031,0.026553318522111537,0.2389896005390109,8964025.17,low
Continental_Coche_Touring_0049,0.01703478317486513,0.3346512812716354,7937651.25,⚠️ VOLATILE (small + risky)
Continental_Coche_Touring_0064,0.04401032895806405,0.3263754841597781,12340634.7,⚠️ VOLATILE (small + risky)
Continental_Coche_Touring_0074,0.04005508576359068,0.2814825892814259,10126684.03,low
Continental_Furgoneta_Reforzado_0003,0.10281793096290327,0.2680286570977947,20442345.09,🟢 CORE (big + stable)
Continental_Furgoneta_Reforzado_0007,0.060818940253374566,0.269749020638049,12840232.76,🟢 CORE (big + stable)
Continental_Furgoneta_Reforzado_0009,0.05989571544971966,0.25950399043048433,12663693.05,🟢 CORE (big + stable)
Continental_Furgoneta_Reforzado_0029,0.01050952349622555,0.2491216875336616,8837704.28,low
Continental_Furgoneta_Reforzado_0031,0.006035403289719192,0.27927899411916407,4342301.6,low
Continental_Furgoneta_Standard_0005,0.05881662513544926,0.3410729706809286,15760045.3,⚠️ VOLATILE (small + risky)
Continental_Furgoneta_Standard_0033,0.09778642429617852,0.2925340477348355,18805610.06,🟢 CORE (big + stable)
Continental_Furgoneta_Standard_0037,0.07631032579370797,0.38479509315977434,14727455.15,🔥 CRITICAL (big + risky)
Continental_Industrial_Construcción Pesada_0028,0.029221108541734382,0.2569491127135688,18965477.33,low
Continental_Industrial_Construcción Pesada_0040,0.04228807468378276,0.2663823100944053,20741846.46,low
Continental_Industrial_Construcción Pesada_0048,0.011458574080607187,0.22070750083232898,13622989.33,low
Continental_Industrial_Construcción Pesada_0077,0.08335790660140026,0.27020621937667544,37800464.92,🟢 CORE (big + stable)
Continental_Industrial_Manipulación Ligera_0022,0.03056086893766204,0.2823505876174405,17022574.22,low
Continental_Industrial_Manipulación Ligera_0041,0.009256951417136377,0.3322814836155067,8740878.93,⚠️ VOLATILE (small + risky)
Continental_Industrial_Manipulación Ligera_0046,0.08341201019509742,0.2762068721417018,31604030.19,🟢 CORE (big + stable)
Continental_Industrial_Manipulación Ligera_0051,0.011341844322543752,0.3363580399309847,9502964.03,⚠️ VOLATILE (small + risky)
Continental_Industrial_Portuario/Especial_0008,0.09027973483114446,0.27877542783749043,2297515.55,🟢 CORE (big + stable)
Continental_Industrial_Portuario/Especial_0042,0.02672599764848351,0.26334967995739317,1103695.97,low
Continental_Industrial_Portuario/Especial_0059,0.031386990717270746,0.30004079045594334,1308635.1300000001,low
Continental_SUV / 4x4_All Terrain (A/T)_0000,0.03928812692288629,0.2619629262688019,17264422.89,low
Continental_SUV / 4x4_All Terrain (A/T)_0032,0.11820373020254944,0.2810277408354467,26038221.53,🟢 CORE (big + stable)
Continental_SUV / 4x4_Highway Terrain (H/T)_0014,0.07286013570130688,0.2810494296680072,14774212.02,🟢 CORE (big + stable)
Continental_SUV / 4x4_Highway Terrain (H/T)_0021,0.054507026054419025,0.2652491766639567,13837011.74,low
Continental_SUV / 4x4_Highway Terrain (H/T)_0029,0.030392699674729445,0.3297486594569975,11665333.43,⚠️ VOLATILE (small + risky)
Continental_SUV / 4x4_Highway Terrain (H/T)_0041,0.05453991389162958,0.3336363236598694,16830620.14,⚠️ VOLATILE (small + risky)
Continental_SUV / 4x4_Mud Terrain (M/T)_0013,0.007168803062781851,0.2736571262059026,10309815.78,low
Continental_SUV / 4x4_Mud Terrain (M/T)_0025,0.03569850026782861,0.3114343992367359,22916432.73,⚠️ VOLATILE (small + risky)
Continental_SUV / 4x4_Mud Terrain (M/T)_0035,0.04589176640204567,0.2778738125171626,26495028.17,low
Continental_SUV / 4x4_Mud Terrain (M/T)_0068,0.04965218429022084,0.34382221486440917,28741448.52,⚠️ VOLATILE (small + risky)
Cooper Tires_Agrícola_Implementos_0031,0.055036140366287754,0.311737612790716,35975359.49,⚠️ VOLATILE (small + risky)
Cooper Tires_Agrícola_Premium Radial_0023,0.03885867624948412,0.29173719697277056,21374083.08,low
Cooper Tires_Agrícola_Premium Radial_0036,0.006631421940357498,0.25949087548619604,8156512.48,low
Cooper Tires_Agrícola_Tractor_0013,0.05720877920068777,0.27888810533057823,36947751.87,low
Cooper Tires_Agrícola_Tractor_0052,0.009738929453842747,0.2336745619228376,15662722.290000001,low
Cooper Tires_Camión_Long Haul_0017,0.08034179502466673,0.2753274061841019,42133322.77,🟢 CORE (big + stable)
Cooper Tires_Camión_Long Haul_0032,0.017961112866362216,0.22935076499667262,13963148.59,low
Cooper Tires_Camión_Long Haul_0049,0.04602720800740558,0.2850401171606305,29854844.11,low
Cooper Tires_Camión_Long Haul_0067,0.06071161252745014,0.2670145987848099,39379328.36,🟢 CORE (big + stable)
Cooper Tires_Camión_Long Haul_0072,0.011206138295504433,0.23952974142576827,14595289.63,low
Cooper Tires_Camión_Obras / Mixto_0040,0.026503897668912587,0.25869285603245973,20032173.34,low
Cooper Tires_Camión_Obras / Mixto_0041,0.028332466752965118,0.2297503499976212,22942449.93,low
Cooper Tires_Camión_Regional_0075,0.058954245863198224,0.2573008410774297,30850699.990000002,low
Cooper Tires_Coche_Budget_0008,0.07294022773952079,0.4287018065301598,8124933.07,🔥 CRITICAL (big + risky)
Cooper Tires_Coche_Eco_0043,0.04949351266208495,0.3080899423601183,16795835.8,low
Cooper Tires_Coche_Touring_0017,0.028493332965386288,0.3322244880828784,9541470.74,⚠️ VOLATILE (small + risky)
Cooper Tires_Coche_Touring_0032,0.03254617716657732,0.3782540039090322,9763614.52,⚠️ VOLATILE (small + risky)
Cooper Tires_Coche_Touring_0033,0.020863092939991716,0.2959899785693796,8585371.59,low
Cooper Tires_Coche_Touring_0038,0.010530495599428003,0.31582100156678017,6160064.11,⚠️ VOLATILE (small + risky)
Cooper Tires_Coche_Touring_0073,0.03918818182854868,0.339251908231841,11249348.27,⚠️ VOLATILE (small + risky)
Cooper Tires_Coche_Touring_0078,0.012773967902452233,0.31463724242278124,7303313.52,⚠️ VOLATILE (small + risky)
Cooper Tires_Furgoneta_Reforzado_0018,0.06260347858696307,0.2601361271666948,21169312.23,🟢 CORE (big + stable)
Cooper Tires_Furgoneta_Reforzado_0068,0.05899027159434458,0.264917604680959,19976297.09,🟢 CORE (big + stable)
Cooper Tires_Furgoneta_Standard_0040,0.055795714987387994,0.28807893276021174,12120586.36,low
Cooper Tires_Industrial_Construcción Pesada_0019,0.10761455807333666,0.2741645522630173,26244774.04,🟢 CORE (big + stable)
Cooper Tires_Industrial_Construcción Pesada_0029,0.007628965287896984,0.26646157829026235,8610287.35,low
Cooper Tires_Industrial_Construcción Pesada_0079,0.07644500900527183,0.2383920052296652,36558768.17,🟢 CORE (big + stable)
Cooper Tires_Industrial_Manipulación Ligera_0055,0.013273652504366703,0.29854238734737837,10989949.48,low
Cooper Tires_Industrial_Manipulación Ligera_0078,0.03453115015576752,0.3909648831107131,15845524.59,⚠️ VOLATILE (small + risky)
Cooper Tires_Industrial_Portuario/Especial_0012,0.025337088255701922,0.23607579662247666,1253505.92,low
Cooper Tires_Industrial_Portuario/Especial_0058,0.011755359666320584,0.2539108288471608,694661.54,low
Cooper Tires_SUV / 4x4_All Terrain (A/T)_0009,0.006252648667011389,0.28920458983438474,6601622.21,low
Cooper Tires_SUV / 4x4_All Terrain (A/T)_0018,0.033098292534775225,0.28603280312958523,16861380.51,low
Cooper Tires_SUV / 4x4_All Terrain (A/T)_0059,0.21787650318555207,0.313590293067611,41798707.39,🔥 CRITICAL (big + risky)
Cooper Tires_SUV / 4x4_Highway Terrain (H/T)_0016,0.01635135911712999,0.38366216129019814,10497677.38,⚠️ VOLATILE (small + risky)
Cooper Tires_SUV / 4x4_Highway Terrain (H/T)_0060,0.1014221513915834,0.29791517961038105,19532805.4,🟢 CORE (big + stable)
Cooper Tires_SUV / 4x4_Highway Terrain (H/T)_0068,0.006933045224930667,0.3371520027657985,4698946.43,⚠️ VOLATILE (small + risky)
Cooper Tires_SUV / 4x4_Mud Terrain (M/T)_0016,0.016681831928579898,0.2701204437855979,18112647.2,low
Cooper Tires_SUV / 4x4_Mud Terrain (M/T)_0061,0.010951611382340503,0.27366464403747354,15380874.61,low
Dunlop_Agrícola_Implementos_0009,0.005741561220707856,0.31708292853887016,9364978.57,⚠️ VOLATILE (small + risky)
Dunlop_Agrícola_Implementos_0057,0.05231820332830625,0.32750933083367123,34287717.67,⚠️ VOLATILE (small + risky)
Dunlop_Agrícola_Implementos_0058,0.04750316139423543,0.29559541974174736,38017891.64,low
Dunlop_Agrícola_Premium Radial_0028,0.06366163714847617,0.29759153764857876,28789961.31,🟢 CORE (big + stable)
Dunlop_Agrícola_Premium Radial_0044,0.014815714365845724,0.24607610807517438,16377042.7,low
Dunlop_Agrícola_Tractor_0006,0.042527326032157246,0.30608465866030093,24312966.68,low
Dunlop_Agrícola_Tractor_0009,0.0816266070698064,0.2304766527336254,43256364.25,🟢 CORE (big + stable)
Dunlop_Agrícola_Tractor_0029,0.05171867421072307,0.2697786951049989,33860349.71,low
Dunlop_Agrícola_Tractor_0057,0.09161007585425866,0.2699993990778628,59162178.63,🟢 CORE (big + stable)
Dunlop_Camión_Long Haul_0005,0.05723682928495972,0.23651205557148344,25719425.98,low
Dunlop_Camión_Long Haul_0021,0.09353994462324884,0.26779814335715607,29779952.4,🟢 CORE (big + stable)
Dunlop_Camión_Long Haul_0024,0.09661259349705349,0.2588467139181209,31025618.36,🟢 CORE (big + stable)
Dunlop_Camión_Long Haul_0038,0.005706731451288675,0.32178999124839025,9225304.02,⚠️ VOLATILE (small + risky)
Dunlop_Camión_Long Haul_0043,0.01158025032422058,0.2841063734108635,18490312.62,low
Dunlop_Camión_Long Haul_0075,0.04677201557127167,0.27859796562177996,30382297.32,low
Dunlop_Camión_Obras / Mixto_0003,0.0976853795920523,0.2804993733286057,30732193.2,🟢 CORE (big + stable)
Dunlop_Camión_Obras / Mixto_0023,0.018693975632763104,0.2391121553692801,21418863.1,low
Dunlop_Camión_Obras / Mixto_0048,0.025613276448479275,0.2728751073401843,22778729.56,low
Dunlop_Coche_Budget_0014,0.07763709643591402,0.3888821778455628,11778304.75,🔥 CRITICAL (big + risky)
Dunlop_Coche_Budget_0042,0.04343780137381069,0.4561755890265289,5904552.28,⚠️ VOLATILE (small + risky)
Dunlop_Coche_Budget_0043,0.0512980139913832,0.4485163325044234,7030754.31,⚠️ VOLATILE (small + risky)
Dunlop_Coche_Eco_0075,0.06229326130434964,0.3065987833369162,22867373.240000002,🟢 CORE (big + stable)
Dunlop_Coche_Performance_0008,0.03650165408678253,0.2994756838187931,18603662.57,low
Dunlop_Coche_Performance_0035,0.00952080048759569,0.27291134141281986,12996562.41,low
Dunlop_Coche_Performance_0038,0.03484999599449125,0.31972859476558324,19963737.86,⚠️ VOLATILE (small + risky)
Dunlop_Coche_Performance_0044,0.010366806125792457,0.27714981439954983,13517804.39,low
Dunlop_Coche_Touring_0026,0.037561613278088296,0.3609580147460816,10203116.01,⚠️ VOLATILE (small + risky)
Dunlop_Coche_Touring_0055,0.04706286521827256,0.3618193734343238,11341210.88,⚠️ VOLATILE (small + risky)
Dunlop_Coche_Touring_0060,0.011629263046762388,0.37833329197087645,7273098.21,⚠️ VOLATILE (small + risky)
Dunlop_Furgoneta_Reforzado_0021,0.062157552391742296,0.24991402684074215,20969876.62,🟢 CORE (big + stable)
Dunlop_Furgoneta_Reforzado_0057,0.08053441587797439,0.3009992679213176,23282353.42,🟢 CORE (big + stable)
Dunlop_Furgoneta_Standard_0008,0.05571533463532733,0.27296537901122636,10840887.31,low
Dunlop_Furgoneta_Standard_0039,0.015601911972230976,0.28614175581726886,9522270.08,low
Dunlop_Furgoneta_Standard_0046,0.026105062436216808,0.2761213788752559,11131356.0,low
Dunlop_Furgoneta_Standard_0053,0.06350377058468748,0.21025087947844923,12220090.31,🟢 CORE (big + stable)
Dunlop_Industrial_Construcción Pesada_0001,0.08361587060742391,0.23060901387245136,20429615.330000002,🟢 CORE (big + stable)
