community,n_skus,total_revenue,dec_core_revenue_pct,val_core_revenue_pct,dec_core_top3_pct,val_core_top5_pct,dec_core_dominant,Competitive Fighter,KVI,Premium Leader,Traffic Driver,low_core_coverage,alta_fragilidad_dec,alta_fragilidad_val,contradiccion_dec_val,CDI_DEC,CDI_VAL,DEC_CORE_GAP,VAL_CORE_GAP,core_profile_refined,dec_vs_val_diff,cdi_mean,segment,dec_score,val_score,core_score_raw,structure_intensity,core_score,core_score_refined,core_score_refined_pct,quadrant,Strategic High Margin,role_dominance,role_entropy,inventory_type,cont_strategic_fragile,cont_operational_complex,cont_dominant_no_focus,cont_complex_low_value,cont_score,canib_internal_pct,canib_z,canib_flag,rev_norm,dec_norm,val_norm,entropy_norm,executive_score,exec_rank,exec_tier
Camión_|_Long_Haul_Community_04,31,831797255.11,34.1,32.2,15.1,22.3,True,30.1,3.7,50.5,15.7,False,False,False,False,0.4428152492655635,0.6925465838487809,19.0,9.900000000000002,Strategic Driven,1.8999999999999984,0.5676809165571722,Camión_|_Long_Haul_Community_04,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4148478625164241,89.5,Q3 – DEC Dominant,0.0,0.505,1.614489043145386,Hyper-Competitive,0,0,0,0,0,32.043010752688176,0.877654127389656,🟠 HIGH,0.6929082847822432,0.341,0.5439189189189189,0.8149469903544795,0.416898344607179,9,Tier 1 — Palanca estratégica
Camión_|_Obras_/_Mixto_Community_01,19,469530124.19,23.8,35.8,23.8,35.8,False,28.3,2.7,41.6,27.5,False,True,True,False,0.9999999999957984,0.9999999999972068,0.0,0.0,Strategic Driven,-11.999999999999996,0.9999999999965026,Camión_|_Obras_/_Mixto_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3500000000005246,56.1,Q4 – Low Impact,0.0,0.4155844155844156,1.694391777977016,Hyper-Competitive,0,0,0,0,0,26.900584795321635,0.2572981469905068,🟢 NORMAL,0.38645398380748397,0.23800000000000002,0.6047297297297296,0.8552795609275614,0.27973606986266986,27,Tier 2 — Operación crítica
Camión_|_Obras_/_Mixto_Community_02,31,852885244.0500002,21.0,44.7,17.5,21.9,False,32.5,17.9,32.6,17.0,False,False,False,False,0.8333333333293651,0.4899328859049441,3.5,22.800000000000004,Strategic Driven,-23.700000000000003,0.6616331096171546,Camión_|_Obras_/_Mixto_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4007550335574268,82.2,Q1 – VAL Dominant,0.0,0.326,1.933003253036404,Hyper-Competitive,0,0,0,0,0,23.870967741935484,-0.10817936750730366,🟢 NORMAL,0.7107473442993439,0.21,0.7550675675675675,0.9757236756084812,0.4279934620507813,8,Tier 1 — Palanca estratégica
Camión_|_Obras_/_Mixto_Community_03,30,826885559.9999999,26.8,41.8,19.1,25.3,False,38.0,10.9,40.2,10.9,False,False,False,False,0.7126865671615199,0.6052631578932889,7.699999999999999,16.499999999999996,Strategic Driven,-14.999999999999996,0.6589748625274043,Camión_|_Obras_/_Mixto_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4011537706208893,82.4,Q3 – DEC Dominant,0.0,0.402,1.7560521908410278,Hyper-Competitive,0,0,0,0,0,27.586206896551722,0.34000809251390895,🟢 NORMAL,0.688753311937443,0.268,0.7060810810810809,0.8864039393189087,0.4303812011133566,7,Tier 1 — Palanca estratégica
Camión_|_Regional_Community_01,35,780660790.55,35.3,33.3,15.3,18.8,True,29.4,9.1,51.1,10.4,False,False,False,False,0.4334277620384322,0.5645645645628692,20.0,14.499999999999996,Strategic Driven,2.0,0.4989961633006507,Camión_|_Regional_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4251505755049024,94.8,Q3 – DEC Dominant,0.0,0.511,1.6684668575763166,Hyper-Competitive,0,0,0,0,0,27.39495798319328,0.31693680123419826,🟢 NORMAL,0.64965018002055,0.353,0.5624999999999999,0.8421934170819715,0.4045157303000228,10,Tier 1 — Palanca estratégica
Camión_|_Regional_Community_02,20,464628748.36,20.4,39.4,20.4,33.5,False,21.3,26.5,37.3,15.0,False,True,True,False,0.999999999995098,0.850253807104441,0.0,5.899999999999999,Strategic Driven,-19.0,0.9251269035497696,Camión_|_Regional_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3612309644675345,61.9,Q4 – Low Impact,0.0,0.3726273726273726,1.9236931047479935,Hyper-Competitive,0,0,0,0,0,22.63157894736842,-0.257692896165499,🟢 NORMAL,0.38230774039869697,0.204,0.6655405405405405,0.9710241842371353,0.27320581287090034,31,Tier 2 — Operación crítica
Camión_|_Regional_Community_03,25,642868536.37,15.9,48.4,15.9,31.7,False,47.7,4.4,28.2,19.7,False,False,True,False,0.9999999999937108,0.6549586776845971,0.0,16.7,Strategic Driven,-32.5,0.8274793388391539,Camión_|_Regional_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3758780991741269,69.4,Q1 – VAL Dominant,0.0,0.477,1.6843993211180508,Hyper-Competitive,0,0,0,0,0,28.333333333333332,0.43013760667985157,🟢 NORMAL,0.5330869444125332,0.159,0.8175675675675674,0.8502356600859703,0.3723531036483081,15,Tier 1 — Palanca estratégica
Coche_|_Budget_Community_01,24,183736160.01,34.9,30.0,24.4,26.4,True,27.2,1.0,54.9,16.9,False,True,False,False,0.6991404011441285,0.8799999999970667,10.5,3.6000000000000014,Strategic Driven,4.899999999999999,0.7895702005705976,Coche_|_Budget_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3815644699144104,72.4,Q3 – DEC Dominant,0.0,0.5489999999999999,1.4857628620475782,Hyper-Competitive,1,0,0,0,1,29.71014492753623,0.5962291194070566,🟢 NORMAL,0.14469098065242184,0.349,0.5067567567567567,0.7499697678016986,-0.003181395330011938,50,Tier 3 — Monitorizar
Coche_|_Budget_Community_02,25,166826755.2,29.9,38.2,20.5,27.3,False,30.9,11.8,44.2,13.1,False,True,False,False,0.685618729094697,0.7146596858620035,9.4,10.900000000000002,Strategic Driven,-8.300000000000004,0.7001392074783502,Coche_|_Budget_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3949791188782474,79.3,Q3 – DEC Dominant,0.0,0.442,1.7921189847625194,Hyper-Competitive,1,0,0,0,1,23.0,-0.21324846367395328,🟢 NORMAL,0.13038673003551415,0.299,0.6452702702702702,0.9046094051799786,-0.0022386809362246463,49,Tier 3 — Monitorizar
Coche_|_Budget_Community_03,31,226812485.7,20.6,47.3,16.2,26.7,False,46.1,9.9,31.3,12.8,False,False,False,False,0.7864077669864737,0.5644820295971152,4.400000000000002,20.6,Strategic Driven,-26.7,0.6754448982917944,Coche_|_Budget_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3986832652562308,81.2,Q1 – VAL Dominant,0.0,0.4605394605394605,1.7491469581209929,Hyper-Competitive,0,0,0,0,0,25.376344086021508,0.07342153944739963,🟢 NORMAL,0.1811307350523461,0.20600000000000002,0.7989864864864863,0.882918379198955,0.23540707772266453,36,Tier 3 — Monitorizar
Coche_|_Eco_Community_01,41,507564250.86,28.4,40.3,10.9,19.3,False,31.0,14.1,41.2,13.7,False,False,False,False,0.3838028169000571,0.4789081885844196,17.5,21.0,Strategic Driven,-11.9,0.4313555027422383,Coche_|_Eco_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4352966745886643,100.0,Q3 – DEC Dominant,0.0,0.41200000000000003,1.8422403657737654,Hyper-Competitive,0,0,0,0,0,27.682926829268297,0.35167589078304673,🟢 NORMAL,0.41862836758952865,0.284,0.6807432432432431,0.9299092167711105,0.3156462361695112,23,Tier 2 — Operación crítica
Coche_|_Eco_Community_02,39,548578577.9,21.2,45.8,14.3,20.6,False,34.9,12.9,34.1,18.0,False,False,False,False,0.6745283018836108,0.4497816593876643,6.899999999999999,25.2,Strategic Driven,-24.6,0.5621549806356375,Coche_|_Eco_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4156767529046544,89.9,Q1 – VAL Dominant,0.0,0.3493493493493493,1.8862016855768502,Hyper-Competitive,0,0,0,0,0,24.291497975708502,-0.0574487497750182,🟢 NORMAL,0.45332380598349376,0.212,0.7736486486486485,0.9520996090922237,0.3325317236463372,21,Tier 2 — Operación crítica
Coche_|_Performance_Community_01,36,717752246.43,27.5,40.0,14.7,23.0,False,30.6,14.6,42.2,12.6,False,False,False,False,0.5345454545435108,0.5749999999985624,12.8,17.0,Strategic Driven,-12.5,0.5547727272710365,Coche_|_Performance_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4167840909093445,90.5,Q3 – DEC Dominant,0.0,0.42200000000000004,1.8298680912062313,Hyper-Competitive,0,0,0,0,0,27.460317460317462,0.3248214344493184,🟢 NORMAL,0.5964336658292813,0.275,0.6756756756756755,0.9236640533459022,0.3838759799160411,12,Tier 1 — Palanca estratégica
Coche_|_Performance_Community_02,8,168595805.68,17.0,45.5,26.8,67.3,False,38.3,13.1,26.8,21.8,False,True,True,False,1.576470588226021,1.4791208791176282,-9.8,-21.8,Strategic Driven,-28.5,1.5277957336718246,Coche_|_Performance_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.2708306399492263,15.4,Q1 – VAL Dominant,0.0,0.383,1.9026299627393697,Hyper-Competitive,0,0,0,1,1,17.857142857142858,-0.8336564600865508,🟢 NORMAL,0.13188323104806998,0.17,0.7685810810810809,0.9603921243540314,-0.008640649745904894,51,Tier 3 — Monitorizar
Coche_|_Performance_Community_03,36,673397786.67,22.4,42.9,12.2,22.1,False,36.0,14.1,35.2,14.7,False,False,False,False,0.5446428571404257,0.5151515151503143,10.2,20.8,Strategic Driven,-20.5,0.5298971861453701,Coche_|_Performance_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4205154220781945,92.4,Q1 – VAL Dominant,0.0,0.36,1.8659686648439,Hyper-Competitive,0,0,0,0,0,24.761904761904763,-0.0007012797177854557,🟢 NORMAL,0.5589126935943877,0.22399999999999998,0.7246621621621621,0.9418865702226792,0.36654196095602765,19,Tier 2 — Operación crítica
Coche_|_Touring_Community_01,41,430669626.6,29.8,36.3,11.7,18.1,False,28.7,16.6,45.8,8.9,False,False,False,False,0.392617449663112,0.4986225895303068,18.1,18.2,Strategic Driven,-6.4999999999999964,0.4456200195967094,Coche_|_Touring_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4331569970604936,98.9,Q3 – DEC Dominant,0.0,0.45799999999999996,1.7735038407981654,Hyper-Competitive,0,0,0,0,0,26.82926829268293,0.24869488866848932,🟢 NORMAL,0.35358054427066704,0.298,0.6131756756756755,0.8952130233258098,0.27970483429460474,28,Tier 2 — Operación crítica
Coche_|_Touring_Community_02,5,37831570.53,0.0,54.9,0.0,100.0,False,0.0,25.9,0.0,74.1,True,False,True,False,0.0,1.8214936247689957,0.0,-45.1,Residual / Nicho,-54.9,0.9107468123844976,Coche_|_Touring_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3633879781423254,63.0,Q1 – VAL Dominant,0.0,0.741,0.8252336065126468,Hyper-Competitive,0,0,0,0,0,60.0,4.250242399405568,🔴 CRITICAL,0.02126523991643258,0.0,0.9273648648648647,0.4165538606918208,0.19869192611360711,39,Tier 3 — Monitorizar
Coche_|_Touring_Community_03,34,366874923.74,22.0,45.7,11.8,21.9,False,38.7,12.5,34.3,14.5,False,False,False,False,0.5363636363611984,0.479212253828273,10.2,23.800000000000004,Strategic Driven,-23.700000000000003,0.5077879450947357,Coche_|_Touring_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4238318082357896,94.1,Q1 – VAL Dominant,0.0,0.387,1.8384807806019994,Hyper-Competitive,0,0,0,0,0,26.38146167557932,0.19467378748285394,🟢 NORMAL,0.2996143977389491,0.22,0.7719594594594594,0.9280114878061972,0.27503447517982477,29,Tier 2 — Operación crítica
Furgoneta_|_Reforzado_Community_01,21,297018742.8,19.4,45.0,19.4,31.7,False,37.7,16.4,32.4,13.5,False,False,True,False,0.9999999999948456,0.704444444442879,0.0,13.3,Strategic Driven,-25.6,0.8522222222188622,Furgoneta_|_Reforzado_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3721666666671707,67.5,Q1 – VAL Dominant,0.0,0.377,1.8751396404659544,Hyper-Competitive,0,0,0,0,0,24.285714285714285,-0.05814646457080398,🟢 NORMAL,0.2405206371640724,0.19399999999999998,0.760135135135135,0.9465158112903341,0.24009045752037927,34,Tier 2 — Operación crítica
Furgoneta_|_Reforzado_Community_02,33,504688441.4,28.1,37.9,14.2,21.8,False,26.0,8.6,44.7,20.7,False,False,False,False,0.5053380782900165,0.5751978891805404,13.900000000000002,16.099999999999998,Strategic Driven,-9.799999999999995,0.5402679837352784,Furgoneta_|_Reforzado_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4189598024397082,91.6,Q3 – DEC Dominant,0.0,0.447,1.799311517699005,Hyper-Competitive,0,0,0,0,0,26.325757575757574,0.18795392962905846,🟢 NORMAL,0.41619562086044287,0.281,0.6402027027027026,0.9082399860715001,0.3059549254127028,24,Tier 2 — Operación crítica
Furgoneta_|_Reforzado_Community_03,26,431325424.2,17.9,47.2,13.7,29.6,False,37.9,14.8,29.9,17.3,False,False,False,False,0.7653631284873444,0.6271186440664679,4.199999999999999,17.6,Strategic Driven,-29.300000000000004,0.6962408862769062,Furgoneta_|_Reforzado_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3955638670584641,79.6,Q1 – VAL Dominant,0.0,0.3793793793793793,1.8975733377160267,Hyper-Competitive,0,1,0,0,1,24.923076923076923,0.018741705924774515,🟢 NORMAL,0.35413530615198524,0.179,0.7972972972972973,0.9578396874938244,0.08994447803573596,45,Tier 3 — Monitorizar
Furgoneta_|_Standard_Community_01,28,287197017.72,23.1,43.1,18.3,23.1,False,33.8,12.6,35.5,18.1,False,False,False,False,0.7922077922043628,0.5359628770289189,4.800000000000001,20.0,Strategic Driven,-20.0,0.6640853346166409,Furgoneta_|_Standard_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4003871998075038,82.0,Q1 – VAL Dominant,0.0,0.355,1.8822329581664834,Hyper-Competitive,0,0,0,0,0,26.984126984126984,0.26737624959629985,🟢 NORMAL,0.23221210007401455,0.231,0.7280405405405405,0.9500963112238686,0.2376353440423541,35,Tier 2 — Operación crítica
Furgoneta_|_Standard_Community_02,23,272030641.31,36.9,29.5,20.3,25.3,True,26.9,2.2,55.1,15.8,False,True,False,False,0.5501355013535226,0.8576271186411607,16.599999999999998,4.199999999999999,Strategic Driven,7.399999999999999,0.7038813099973417,Furgoneta_|_Standard_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3944178035003987,79.0,Q3 – DEC Dominant,0.0,0.551,1.5251004670896444,Hyper-Competitive,0,0,0,0,0,28.85375494071146,0.49291860909826873,🟢 NORMAL,0.21938233749179173,0.369,0.49831081081081074,0.7698262437393294,0.22759801332548646,37,Tier 3 — Monitorizar
Furgoneta_|_Standard_Community_03,29,395893837.45,24.6,43.1,14.2,24.8,False,22.8,23.1,35.6,18.5,False,False,False,False,0.577235772355377,0.5754060324812635,10.400000000000002,18.3,Strategic Driven,-18.5,0.5763209024183202,Furgoneta_|_Standard_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4135518646372519,88.8,Q1 – VAL Dominant,0.0,0.35600000000000004,1.9554646612458613,Hyper-Competitive,0,0,0,0,0,22.413793103448278,-0.2839654670964618,🟢 NORMAL,0.324162500939647,0.24600000000000002,0.7280405405405405,0.9870615394962153,0.27446898156137234,30,Tier 2 — Operación crítica
Industrial_|_Construcción_Pesada_Community_01,31,677221402.19,26.6,42.3,16.9,20.4,False,29.4,9.0,38.8,22.8,False,False,False,False,0.6353383458622731,0.4822695035449592,9.700000000000005,21.9,Strategic Driven,-15.699999999999996,0.5588039247036162,Industrial_|_Construcción_Pesada_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4161794112944575,90.2,Q2 – Best-in-Class,0.0,0.38799999999999996,1.8481487306123585,Hyper-Competitive,0,0,0,0,0,24.086021505376344,-0.08223638079948896,🟢 NORMAL,0.5621472222649908,0.266,0.7145270270270269,0.9328915870532568,0.3767014869574274,13,Tier 1 — Palanca estratégica
Industrial_|_Construcción_Pesada_Community_02,19,364138290.2,24.2,39.2,24.2,39.2,False,43.0,13.5,37.4,6.1,False,True,True,False,0.999999999995868,0.9999999999974488,0.0,0.0,Strategic Driven,-15.000000000000004,0.9999999999966585,Industrial_|_Construcción_Pesada_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3500000000005012,56.1,Q4 – Low Impact,0.0,0.43,1.690377748147445,Hyper-Competitive,0,0,0,0,0,26.31578947368421,0.18675142874995818,🟢 NORMAL,0.2972993847362652,0.242,0.6621621621621621,0.8532533957190142,0.2596349548631452,33,Tier 2 — Operación crítica
Industrial_|_Construcción_Pesada_Community_03,30,714028171.5999999,29.9,35.8,13.8,24.2,False,24.5,15.0,46.3,14.2,False,False,False,False,0.461538461536918,0.6759776536293967,16.099999999999998,11.599999999999998,Strategic Driven,-5.899999999999999,0.5687580575831573,Industrial_|_Construcción_Pesada_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4146862913625264,89.4,Q3 – DEC Dominant,0.0,0.46299999999999997,1.821917033612921,Hyper-Competitive,0,0,0,0,0,25.74712643678161,0.11815082687466616,🟢 NORMAL,0.5932833420725908,0.299,0.6047297297297296,0.9196505913262532,0.3712807101288434,16,Tier 1 — Palanca estratégica
Industrial_|_Manipulación_Ligera_CoherentCommunity,1,12693409.87,100.0,0.0,100.0,0.0,True,0.0,0.0,100.0,0.0,False,True,False,False,0.999999999999,0.0,0.0,0.0,Residual / Nicho,100.0,0.4999999999995,Industrial_|_Manipulación_Ligera_CoherentCommunity,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.425000000000075,94.7,Q3 – DEC Dominant,0.0,1.0,0.0,Premium Misaligned,1,0,0,0,1,0.0,-2.987850892074737,⚪ NO DATA,0.0,1.0,0.0,0.0,0.04999999999999999,47,Tier 3 — Monitorizar
Industrial_|_Manipulación_Ligera_Community_01,32,647473341.25,14.6,52.5,11.3,25.6,False,36.6,21.3,24.1,18.0,False,False,False,False,0.7739726027344249,0.4876190476181188,3.299999999999999,26.9,Strategic Driven,-37.9,0.6307958251762719,Industrial_|_Manipulación_Ligera_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4053806262235592,84.6,Q1 – VAL Dominant,0.0,0.366,1.946005107371262,Hyper-Competitive,0,1,0,0,1,22.983870967741936,-0.21519418767703932,🟢 NORMAL,0.5369823081929619,0.146,0.8868243243243242,0.98228663254164,0.17477034110410178,42,Tier 3 — Monitorizar
Industrial_|_Manipulación_Ligera_Community_02,16,335775188.53000003,37.4,29.7,23.8,34.8,True,16.3,5.7,57.4,20.6,False,True,True,True,0.6363636363619348,1.1717171717132266,13.599999999999998,-5.099999999999998,Strategic Driven,7.699999999999999,0.9040404040375808,Industrial_|_Manipulación_Ligera_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3643939393943629,63.5,Q3 – DEC Dominant,0.0,0.574,1.5913911802034433,Hyper-Competitive,1,0,0,0,1,33.33333333333333,1.0333120476365434,🟠 HIGH,0.27330605563218113,0.374,0.5016891891891891,0.8032878626768558,0.04791593328248417,48,Tier 3 — Monitorizar
